index	tag	guid	description
3035	0	4188	#PAKvSL http://t.co/Fs4Q1pS5MJ
3036	2	715	RT @1theK: #SneakPeek PRIME: #WINNER Ep.1 LIVE! It'll be revealed on 2pm! '#COLOR_RING' vs. '#EMPTY', which song do you listen?
3037	2	3232	RT @UniverseDota: Ohana means family. Family means nobody gets left behind or forgotten. #liloandtwitch
3038	1	219	Finished foundry. Now I just need safety gear, and I'll be popping out aluminum biscuits f…
3039	0	1776	RT @AmyRoseKathryn: Unwanted dog abandoned outside train station left so sad it was CRYING its eyes out
3040	2	2760	RT @lay1007_net: ?????? ???? ??????? ??? ???? ???? ?????????? ??????????? https://t.co/WiHgZkCRHA
3041	2	926	Best girl. Had a rough week. #barren
3042	2	299	RT @BrooksBeau: Happy Valentine's Day babes.
3043	1	4630	RT @OneJobOnly: A-bit-of-false-advertising-there http://t.co/DZ7aAKqXP4
3044	2	1440	#ностальгия #домМейерхольда #nostalgia #vospomenanie #silvering #happy #crazy #пенза
3045	1	24	Looking forward to #Disgraced by Ayad Akhtar! Monday and tuesday are already sold out!
3046	1	73	RT @ChannelNewsAsia: Crowds attack Ebola facility, health workers in Guinea
3047	2	4704	RT @DVCMAC: .@Anomaly100 Terrorists should be frightened. What's that NAZI propaganda #gunsense advocates spew? Nothing to fear? http://t.c…
3048	2	1197	#Zippy es #único, somos expertos en la creación de modelos de #negocio #únicos.
3049	1	669	RT @AmnestyOnline: Ask @khamenei_ir to #SaveSaman, tortured for 97 days at 17, now facing execution in 5 days. #StopTorture
3050	0	4195	Did u know anti-Muslim attacks spiked after #chapelhill? http://…
3051	0	574	Cheeky close up #tattoo #sad #blue #bleak #robtallon #tattooer #cheltenham #uk #bearded #nofilter #traditionaltattoo
3052	1	4625	#FanArmyFaceOff #Directioners http://t.co/YyPnMhSA3f
3053	2	3142	?Orgullo Boricua! Puerto Rico's @FelixSerralles wins 1st career Indy Lights race in Milwaukee
3054	0	2650	RT @TheAngelKing: #DerayHive RT @deray: And here are other photoshopped gems from my committed and desperate trolls.
3055	2	359	I WAS TAKING SELFIES AND I PUNCHED MYSELF IN THE FACE?!?!
3056	1	993	#Fanghorn forest or #Alder #woodland up Glen #vorlich, #Lochearn. #petrified #forest #LOTR #Scotland
3057	1	865	Wednesday: High pressure remains in charge yet again. Staying dry and cloudy in most places. #gloomy
3058	0	3307	RT @artfinderlatest: Marooned in Moskva by Hassan Raza #photography #art @artfinder
3059	2	471	RT @DannyBurgessFL: We are overjoyed to announce that our little Addie is going to be a big sister! ETA 8/2015. #ValentinesDay
3060	2	355	RT @jessicabrunnerr: NEED MORE GUYS LIKE KEVAL IN THE WORLD @ITzKevalz ??
3061	0	2643	Aurora over a desolate landscape. Photo by Tor-Ivar Naess.
3062	1	39	RT @MattBoutDatLife: Kanye brought out Fetty Wap. Don't question his judgement ever again
3063	2	47	RT @KeepUpdated1D: WHAT IS ZAYN DOING TO ME?
3064	0	1102	@miltonkeyn_es by brewsker This. #MiltonKeynes #Bleak
3065	2	823	#Kjell Ola #Dahl - #False #Apparenze (#Repost)
3066	2	2997	RT @MabelineCipher: Itz witch mabel! (For:@Mabel_Pines23)
3067	0	3771	RT @Elizete_11: .@ECDC_EU Dog torture not hidden behind closed doors in Korea. Dogs 4sale in market to be tortured #…
3068	2	267	RT @heyingridnilsen: A little color on this gloomy day in the city. I feel like a ?!!!
3069	2	2634	Airus crashes onto a deserted island. Will Harmony ever find a way back home?
3070	1	4635	RT @videogamedeals: Wii Fit U + Fit Meter + Balance Board (Wii U) $24.99 via Nintendo. http://t.co/0wxqYGiX6u http://t.co/ufHCgUWz7V
3071	2	2771	Ecstatic me! Why of course! Have you seen my new dress from ? #longlivevintage
3072	2	1629	#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Coffee ???
3073	2	3143	RT @dagtotdag: De eerste kilometers in open water met @Kokkie70 @63sjaak @SwimtoFC078
3074	0	4360	Why are you feeling desolate? Take the quiz: http://t.co/hcJk0Td2Ad http://t.co/w6ijJfLuia
3075	0	3547	@sainsburys tomorrow's team lunch is ruined thanks to your broccoli and it's many caterpillars....
3076	2	4338	RT @LFC: Photo @Roberto_Firmino makes his first trip to Melwood as a #LFC player http://t.co/slqnUw8t1K
3077	0	4346	RT @AnnRhefn: Caterpillar Sales telling you what's really going on in the World Economy... THE GREATER DEPRESSION, since 2013... http://t.c…
3078	1	46	RT @Lexxinnn: Meek done set it off with this one ???
3079	1	2165	Seeing @JoshRadnor in #disgraced! Looking forward to the @HamiltonCollege talk with the... https://t.co/7T7Wh3M6qo
3080	2	3264	RT @iamsrk: Had a lively & educative trip with my lil ones. A big thanx to Montage Hotel (Pradip) & L.A. Colleges. Now to work!
3081	0	2451	RT @feeonline: College campuses are beginning to treat emotional comfort as though it were a right @AaronTao2 http:/…
3082	1	2379	RT @theIeansquad: When you rob a black persons house ???
3083	2	1328	Thank you @YourSchoolGames for the Competition pack received as part of the Reward and Recognition Scheme #delighted
3084	0	551	In the #bleak #midwinter #evergreen & #deciduous (1)
3085	0	596	RT @selingirit: Women&men gather in Taksim to protest murder of 20 yr old #?zgecanAslan. She was stabbed, her body was burnt #Turkey http:/…
3086	1	4095	New Wired USB Game Pad Controller For Microsoft Xbox 360 Black Free Shipping - Full read b… http://t.co/mcvLfsGPKd http://t.co/T0mxqiEO5O
3087	1	2439	Hot 2x17 CM Ice Blue DRL Fog Driving Lamp Waterproof Bright COB LED Light Ds-J - Full rea…
3088	2	4039	#LGBT LGBT Catholics 'alienated' by Church, gay priest says in letter to Pope… http://t.co/c95RJxLQT5 #tomandroyd http://t.co/leihXUDupd
3089	0	2885	Fear has a new address. Change it! https://t.co/XAnRBAtGfz
3090	2	1442	RT @iloveJONAXX: scary hot #Worthless
3091	1	1884	New Womens CHAUS Short Sleeve Black White Lace Shirt Top Size M Medium
3092	2	1618	OMG @ChrissyCostanza I AM OBSESSED #Gravity EP PREVIEWS #Gravity #Talk #DreamingAlone #Paralyzed #FireProof #Brighter
3093	1	1058	About to breakout the new paint brushes #terrified
3094	2	1439	Got the bus to myself on the way back to #wales :) #empty
3095	1	1153	At -- #books #booknerd #read #reading #nowreading #Wild by #CherylStrayed #PCT #hiking #me…
3096	2	2994	Finished this card with @lawnfawn cute stamps & dies from the Gleeful Gardens set.
3097	2	3623	Hot Deal : #91257 Soft Care Instant Hand Sanitizer, 500mL Pump Bottle, Clear, Unscented #d…
3098	2	4479	みんなゲットしてね? http://t.co/f38BQi4dpW
3099	2	675	while everyone is loving each other I'm being trapped inside of fucking epsilon by Meta
3100	0	4107	RT @NBCNews: Black man shot in the head by cop during traffic stop http://t.co/mhh3mSX9Dj http://t.co/9vrSgESn1O
3101	2	2614	RT @AlvaroNegredo_7: Un placer compartir vestuario contigo @CasillasWorld #ElMejorPorteroDeLaHistoria. Mucha suerte en tu nuevo reto amigo …
3102	1	3612	If @TMobile put a Soft Cap on Simple Choice Plans... Then @JohnLegere have preference with me #TrulyUnlimited
3103	1	4231	RT @Ice_Groravee: ??? http://t.co/py5SJqeChq
3104	1	2060	Sony Vaio VGN-FS920 Only for Parts Damaged Screen
3105	2	1271	RT @RedSeaMallKSA: Would you buy a #vibrant yellow hoodie or the cool blue one from @Giordanosaudi new collection?
3106	2	1128	#justlikeme #purenaked #purepleasure #simplysilk #sensations #whipped
3107	1	1599	These are some of the qualities our patients expect from their care staff #NHS @BCTMorecambeBay #friendly #caring
3108	2	3437	RT @adoreaboutmgc: most beautiful dude in the whole world im so overjoyed looking at this beauty everyone just look at him !!!!
3109	2	3913	RT @popwrecked: #PopwreckedApproved @KendallJenner's Boobie-Feeling Wild Ass Time in Cannes!
3110	2	314	#jbb #nature #winter #snow #ice #barren #frozen
3111	1	621	Euston Station 530am #train #station #London #england #empty #28dayslater #now
3112	0	2663	RT @islamlie2: #Yemen: Military hospital in Sanaa destroyed by Saudis' jets. Muslims don't tweet this, isn't Gaza. No Jews no news. https:/…
3113	2	725	@TheDailyShow Vacant chair is never #empty it's full of#wonderful #memories#JonStewart#George'squestforworldpeace.X
3114	0	656	RT @KristianLH_: “@rickygervais: Just got thrown out of this place over a complete misunderstanding... @laurrlh ?
3115	2	683	Actually quite pleased with how this turned out haha. Happy Valentine's day to my fave crumpet @DeaglanL ???
3116	0	2526	#naptrapped at the beach house. Would love to skip, but can't handle the crabby toddler that brings us.
3117	2	3019	RT @HistoryFlick: Einstein and his therapist. "Happiness in intelligent people is the rarest thing I know."
3118	1	857	Upando pq né, ficar parado n?o da xp #forsaken
3119	1	358	RT @Number10cat: The Government wants to cut benefits to obese people. In related news:
3120	1	1661	Where there’s a whisk, there’s a way. #powerless #bakersgonnabake
3121	2	1428	"@HoHoHozier: Armani and a man bun; lethal combo Oh my Gosh! #Dreamy #Excited #Elated #Hungry .. I can go on and on.
3122	1	4091	Cars #Deals HERE > http://t.co/7p3Op2ywxZ #91 20pc Set Red Black Auto Car Seat Covers Wheel Cover + Head Rests + … http://t.co/3LqNJqnN1n
3123	0	719	Turn away the killer is disavowed htt…
3124	2	1493	Selfiiiiie ? Se nou menm again ? #haitian #fish #team509 #brodè #black #bèlnegrès #bellebouche #haiti #haitienne #z…
3125	0	3732	RT @PerezHilton: A Pro football coach beat up a child and threatened his family all because of a beach chair... http…
3126	1	243	So you pay for a full bag of anything these days and you get half or 3/4! #joke #con #fuming
3127	1	4468	NWT Miss Me Bermuda Cross Distressed Stretch Shorts Sz 27 $90 http://t.co/9FOj7U77UY http://t.co/6lC2iPvDC8
3128	2	764	Skinny: wild gevangen & al 47 jr kunstjes doen in @Dolfinarium. Geen pensioen voor #dolfijnen. via @ZoutWaterEU
3129	1	4463	http://t.co/wSRlqhTovE http://t.co/8Yjuq7l9QZ
3130	2	4724	RT @UVA: #UVA's Alan Howard and Anne Verbiscer are enjoying the views of Pluto from mission control: http://t.co/JUKLgWdqny http://t.co/kta…
3131	1	511	RT @501stLegion: RT @501NEG: 2 things a Stormtrooper is powerless against in armor, low hanging objects & this @501stLegion @FISD501st http…
3132	0	3191	RT @UTslick68: This is a @DrinkSpaten #Oktoberfest, on draft, in July... ALL your arguments are invalid.
3133	0	5058	#TMFF #REVIEWOFTHEDAY http://t.co/pdY9E1dwdY
3134	2	2436	GORGEOUS NATURAL OVAL 12x10mm TOP DEEP BLUE SAPPHIRE-WHITE TOPAZ 925 SILVER RING
3135	2	1161	RT @BotleyPrimaryPE: Thank you @YourSchoolGames for the Competition pack received as part of the Reward and Recognition Scheme #delighted h…
3136	2	138	RT @fatbellybella: They meet ...
3137	2	1789	The Stacks: Billie Holiday: Jazz's Aching Songbird https://t.co/1uLtQymsiM
3138	2	3742	Thrilled to share that our film Tocando la Luz (Touch the Light) just won int'l doc feature award @GalwayFilm!
3139	2	4648	http://t.co/XiV665hSb7 http://t.co/s9RDzfoE4h
3140	0	4712	my head is fuming look at this monstrous reaction http://t.co/cAjVzCtB7i
3141	1	5071	Reeling in the Years : Gay Men's Perspectives on Age and Ageism by Tim Bergling http://t.co/m3S1XebqPa http://t.co/3NMlsXwujl
3142	2	4134	Bleeding Android https://t.co/gMW5OQ7l3o http://t.co/CgEIwAJXoR
3143	2	223	RT @Lintufriikki: not finished yet but i gotta share these dorks anyways omgg
3144	2	1541	At -- N?o é um adeus... ? um 'té logo! #sunset #in #the #eiffeltower #paris
3145	2	4011	http://t.co/2XHOCu8Wy5  #yyj #relationship #love @junieswadron http:/…
3146	2	3634	When we are sorrowful, agitated, overwhelmed afraid, we can know Jesus gets it.
3147	1	2700	Why are you feeling dismal? Take the quiz:
3148	2	1075	BRING IT! This is going to be freaking AWESOME. #RockorBust #thunderstruck #HighwaytoHell
3149	2	1298	Club 137 Row E Seats 3 & 4 #BehindTheB #NHLBruins #firstbruinsgame #crippled #crutchinofftoboston #BestGfEver
3150	0	430	#ANIMALABUSE #TORONTO #PUPPY #TORTURE WE OFFER $1K #REWARD puppy #beaten #bound #burned
3151	0	1992	#Frozen #Retail: 10 chilling #photos from inside a snow-covered #abandoned #mall @mashable
3152	2	3764	RT @ThemeParks: Am I ticked about this parade spot saving technique? Or do I applaud the broiling hot work-around? #disney
3153	2	4315	RT @ShipInnovation: Delighted to welcome Inchcape Shipping Services @Inchcape_SS as Bronze Sponsors of #LISW15 http://t.co/Ncyfyj5GSE http:…
3154	2	157	Harshad's second Missionn ? @har1603 what did you do??? #appalled
3155	0	1948	RT @slone: DEAR GOD: 17 Kurdish fighters paraded in cages 'to be BURNED ALIVE' like Jordanian pilot
3156	0	4478	Bullied by mascot. http://t.co/46nEMMUNKz
3157	0	641	#CRPFJawan manning a #deserted road during #curfew on the #2nd #anniversary of #execution of #AfzalGuru in #Srinagar
3158	0	1823	Sachin Tendulkar requests World Cup visa for ardent fan Sudhir Kumar Chaudhury
3159	2	366	RT @DennyJA_WORLD: To love is to stop discrimination, in Indonesia and in the World. RT if you agree. #HappyValentine
3160	1	2869	RT @AvanteeA: False Allegations by media exposed by Shiva: Asaram Bapu Ji never meets any girl alone. #Media420
3161	2	4940	New artwork for sale! - "Marooned " - http://t.co/LS7Np5i02C @fineartamerica http://t.co/H6oPRLK5ep
3162	2	1236	#Thrilled 2 participate N the annual OB/GYN Symposium Of #PalmSprings by @desertregional organized #DrMaherAbdallah
3163	1	3577	Elvis Presley 7" Single - All Shook Up
3164	1	2024	going to stores crippled like
3165	2	4701	Did you know that cats can have up to 150 kittens in their lifetime? Yes, even the cat is frightened #spaythatstray http://t.co/Lz09BPdbv1
3166	2	2769	RT @AnupamPkher: Thank you @chintskap Sir for appreciating our play #MeraVohMatlabNahiTha. Your kind words made us so ecstatic.:)
3167	0	921	This is still giving me the creeps #Horrified>
3168	2	4568	RT @Destiny_Man: We chat to @ReasonHD about the artwork for his new single that had many people enraged: http://t.co/RaiR4tTUob http://t.co…
3169	0	2809	RT @DailyMailUK: JK Rowling completely ruins Twitter troll for body-shaming Serena Williams
3170	1	142	RT @tamaka_669: The Onion is euphoric today: Local Church Full Of Brainwashed
3171	1	330	Chegaram nossos novos cart?es =D #agenciaDoting #cart?es #doting
3172	2	2872	Real Girls Gone Bad, Sexy Tattooed Bitches 159 100% Real Amateurs Exposed! Naked amateur g…
3173	2	1473	At -- Right shoulder "tabi tattoo" in honor of the most amazing person in my life. #strong…
3174	2	711	RT @nytimestravel: 36 Hours in the most vibrant part of L.A.: Koreatown.
3175	0	2118	#Urbex #Asylum #grime #discarded #forgotten #abandoned #junk #Urbex_Extreme #Urbex_supreme #28DaysLater
3176	1	269	How My Display Looks After Calibration #Baffled #Professional #Snob #HomeCinema
3177	0	3107	There are a bunch of puppet monks as well, Marquette knows this but are castrated like most of this nation IMPOTENT.
3178	0	2662	Justin Bieber's Sex Life With Selena Gomez Gets Destroyed...
3179	1	1390	First bible I've owned and it's a textbook #faith #devoted #nofilter
3180	0	5076	La Liga News: 22 July 2015; Elche Appeal Rejected, Real Madrid Interested in Ricardo Rodriguez http://t.co/5IL8xkVrSt http://t.co/TBHYllJnzR
3181	2	29	RT @attorneybharti: Met this enthusiastic group of badminton players during today's morning park visit in gautam nagar.
3182	2	892	RT @24k_extribeldh: E-girls CW Memorial Header Happiness 1 #Egirls #Happiness #COLORFULWORLD #I don't like image processing RT #Unauthorized use prohibited #Use?Save RT
3183	2	1447	Wondering what #colour your new #logo should be? this may help you #yellow #energetic
3184	2	2004	compassionate kindness holds the key
3185	1	1691	Janowicz wins 6-2 3-6 6-3. Drama towards the end as the umpire didn't overrule a Jerzy serve. Paire left #Seething
3186	0	3278	“@AfricaFactsZone: A Nigerian newspaper headline after Maria Sharapova lost a game. ?????
3187	2	4801	Huge 13.45 Ct Rough Crystal Red Ruby Nice Heated Gemstone Natural Rock T234 http://t.co/DauKYwEXTN http://t.co/Q14YvdHUsl
3188	2	1422	Xoxo^^ #kpop #k_pop #exo #xoxo #selfie #selfcamera #selca #селфи #cute #smile #funny #crazy #glasses
3189	1	433	TONY PARKER T SHIRT san antonio spurs SMALL ... - - See More At
3190	0	3831	i am so upset, why evan. why couldn't you just go to taissa?!
3191	2	2145	RT @christinamartin: Valentine's Day display at the charity shop. Basically last year's discarded presents. And sentiments.
3192	2	123	#HappyValentinesDay to all you followers (whether your #heart is contempt or empty)
3193	2	1461	Haha ??? #herface #nooneononeforyou #crazy #Bachelor #BachelorNation #next @ABCNetwork
3194	0	2335	RT @totalgolfmove: There's awkward then there's "Tiger and Jason Dufner playing a practice round together" awkward
3195	1	4111	$1,… http://t.co/ueLynrcKGZ
3196	0	3625	RT @Radiopaedia: Q: What is your guess for this rare soft tissue tumour? ANSWER: #FOAMrad #FOAMed
3197	1	3591	Start your #blog today! ‘Easy Business Blogging’ is out now: by @_skittish #book
3198	2	3840	RT @Ghetto_CNN: what I used to read in kindergarten
3199	1	335	Absolutely incensed by this cynical 50 Shades/Valentine cash-in at Tesco
3200	2	2471	NEWS | Lozanovski finds the right balance for @NorthcoteCity #PS4NPLVIC
3201	2	1794	RT @Halerolemodel: Happy Valentine's Day @lucyhale @lucys_angel @LucyhaleLoving @lucyhaler101 @Adoring_Lucy @Oh_My_Hale @LucyHaleGirl http:…
3202	0	3141	RT @elpaissemanal: "Para símbolo, el se?or peque?o que aparece en la parte inferior de #LaImagen"
3203	0	4884	RT @boremusa: #KideroGrass ... next week infuriated @KideroEvans be like http://t.co/CQEAoGevpt
3204	2	2967	RT @NedTheMerciless: A-10 warthogs arriving @YeoviltonAirDay great to see them back in the UK. Fond memories of the 1980s ... @Hutch_USA h…
3205	0	2524	RT @JamesDjk74: @kosh_1 @catherinemccar4 @Kalista63 @TraGearrFear I do not feel offended by this though more pity for their confusion http:…
3206	2	4017	@kathannase anything for my adoring fans http://t.co/8VBIyaO1wo
3207	1	788	RT @BaeFeeling: Guess who gives relationship advice and is still single
3208	2	120	Buscando um novo rumo que fa?a sentido nesse mundo louco .. ? #peace #love #cut #cabofrio #rj #022
3209	0	4194	RT @diraholanda: @toucans_burned @DionioRamos Heimmmm Chamou? ? JS? JOGO SUJO? é iiisssso? http://t.co/G0uIWXLsAw
3210	0	3543	RT @ifntbts_twt: ok who left that bottle there u ruined everything #INFINITE_Bad
3211	2	2036	“@FemalePains: the number of people that want to be my valentine.. #zero
3212	2	3688	What's a three letter word for 'canis familiaris'? #stumped
3213	2	3074	RT @ltsChuckBass: I want to do this instead of partying
3214	2	2656	Why are you feeling despondent? Take the quiz:
3215	1	436	New Womens CHAUS Short Sleeve Black White Lace Shirt Top Size M Medium
3216	0	3850	My feelings about this weekend and how useless and unproductive I've been
3217	0	4298	RT @TWCNewsROC: Investigation continues on the cause of a Geneva fire that damaged a vacant house: http://t.co/OrAJeiSXdg http://t.co/6C0iB…
3218	1	2732	True Religion Jeans Woodstock 27 x 33 Womens Distressed NICE!!
3219	2	3263	RT @mattmillerTV: Cast, crew and one lively corpse. Last day of season one! #forever #renewforever @ioangruffudd @joeldavidmoore
3220	2	513	Still reeling from #ConstantineFinale last night that today I'm rocking my tench coat! #SaveConstanstine #Constantine
3221	1	4053	Maxxis Ardent L.U.S.T./UST Tires - 29in http://t.co/lUszEE2pLu http://t.co/jlQbsvANXq
3222	2	4223	RT @mem924: Remember recess? Learning how @PlayworksMA makes it less chaotic to gain more effective class time #fidelitygivesback http://t.…
3223	0	543	'Scorned love' turned Hector Berlioz into a madman via @rgreenbergmusic #ScandalousOvertures
3224	2	4226	RT @Minemori_H: Speaking of Akumaizer 3, I was very excited to see Tetsugakudo Park (*a wonderful facility designed by Enryo Inoue, the founder of yōkaigaku) in the story that aired two weeks ago. What was it like in the 70's? "And was Zabitan fighting there...!" http:/…
3225	1	2058	Absolute blast from the past! How I managed to text on this keypad I'll never know #abused #nokia3310
3226	1	3615	Brand New Handmade Hello Kitty High Pile Super Soft Plushy Minky Blanket - Full read by eB…
3227	0	1327	#Justin #Bieber: #Taking #Anger #Management #Classes, Not #Doing #Community #Service ...
3228	0	920	Thanks for ruining my day @lululemon ...3rd time wearing, a charm? #horrified
3229	2	2052	welcome to Lubbock where people have the half chili bowl cut
3230	1	591	Some things make you speechless. This is one of them. #ValentinesMagic #speechless #1954
3231	2	1181	#zealous #newyearsday Yummyarts #cakes, cookies and candies membership: Get Instant Acc
3232	2	3493	Am stepping on my ground no fear #play
3233	0	3256	@tcobglobal back in London from Paris. Hopefully I'm more lively at work than these guys from the catacombs!
3234	0	5087	RT @bilderberg54: Japanse PM Shinzo Abe ridiculed as  "raw-meat prime minister" #shinzoabe #Japan http://t.co/almFhANGii
3235	2	2594	Ali Alameer just defeated tmsngrd in Champions League @QuizUp -
3236	1	3463	PARTIAL PLATE NUMBER coil, Scott 1613 3.1c violin, Joint Line strip of 6 MNH !!
3237	0	2429	RT @soymiIk: "Feminism is filled with angry lesbians who dye their pits blue, we don't need feminism LOLZ" -uneducated person
3238	2	295	RT @ESPNFC: Happy birthday to #MUFC forward Angel Di Maria, who turns 27 today.
3239	2	4934	The strongest manga reading all-you-can-read comic app!!! http://t.co/AsudmZm5Xf
3240	0	2404	RT @PoppyQueen67: Are all the bleeding heart liberals happy? The Condederate flag is gone.So we wont have any more murders? #ShameOnUSA htt…
3241	2	3304	RT @belleoflonglake: Marooned on Queens Blvd because there's not enough time to get all the way across the street! #fixqueensblvd
3242	0	931	suchimn: #Foodforthought #fadingout #horrified @itssylviaplath #quote #TweetsNow
3243	2	4490	RT @globeandmail: Doting brother, budding trendsetter: Prince George celebrates 2nd birthday http://t.co/ZbYJWsxEcn http://t.co/haoOu46kfi
3244	0	4198	RT @Hoperatives: MadTree and Pink Boots to Raise Money for Burned?Brewer http://t.co/FCpyX4M2ry http://t.co/fKBeFYViyl
3245	1	3866	#sunsetlover #moneytrees Vegan #ebooks -weight-loss program, and recipe books: Vibrant
3246	1	4108	Surefire 6PX Tactical Single Output LED Black Flashlight - 6PX-C-BK - Full read by eBay http://t.co/iFgXj8zMVQ http://t.co/e5fN5PDTH2
3247	2	3068	RT @StimuIating: When squirrels are having a better summer than you |
3248	1	4186	Are record levels of corporate buybacks the only thing keeping the market buoyant? http://t.co/hNRmbfMwFG http://t.co/XcxtOgTbmW
3249	0	4535	RT @PositivelyNot: Each of these 21 x 2-bedroom cottages at #Nkandla cost ~R6.4m. Now they're empty and dirty: http://t.co/qJW3RyXqHs http:…
3250	2	4432	Why are you feeling dismal? Take the quiz: http://t.co/UEwYjGvMM2 http://t.co/M8lU5aazXT
3251	2	3991	#bible ht…
3252	2	4642	RT @TeamSheeranBRA: VOTE.....EM UMA HORA ACABA http://t.co/EObHI27a4U  #FanArmyFaceOff #Sheerios http://t.co/iTEH5LRXaM
3253	2	5020	Panicky Black from Arkais  | 190K | Order 08988544546 / 7EE2762E http://t.co/YhAIwsGSJG
3254	0	4569	RT @TexasTribune: Video: DPS officer became enraged over cigarette | @SophiaBollag & @tlangford: http://t.co/qJcjssIf2Y #SandraBland http:/…
3255	2	1495	Older pic of Aladdin ? #rideon #beautiful #bliss #pony #ponies #canter #crazy #diffrent #equestrian #equine #freedo…
3256	2	416	RT @beckvalleybooks: Who Am I? by @MeganCyrulewski 'is a raw and emotional story' reviews @Divatude #depression http…
3257	0	1157	RT @BuyacidOrchid: @AVFCBlog @oldmansaid @JackWoodwardAV @StanCollymore @avfcforums #worried #avfc #utv
3258	1	4113	http://t.co/MjFEvMnBKC #3344 Zalman ZM-T2 Black Mini-Tower mATX Desktop Case with 4 Expansion Slots - NEW http://t.co/Msi4dLVtpD
3259	0	4458	Why do you get distressed so much? Take the quiz: http://t.co/7Yd2n8acow http://t.co/FAiRhapq8x
3260	1	2552	RT @DailyMailUK: Benefits dad who claims he can't work is caught lifting 17-STONE mobility scooter up stairs
3261	1	4863	RT @JBCrewdotcom: Photos of Justin Bieber and Selena Gomez at a hotel in Beverly Hills, California. (July 11) http://t.co/NA4FPf9uoU
3262	0	414	It's been a year and a month of pure loneliness. You could say I've resorted to old habits.
3263	2	3340	@TheWorldPost Oh great. Has @AttorneyCrump & his merry band of shake down artists shown up yet? #TrashCansFullOfMoney
3264	0	3769	Ticked this off the bucket list. #WimbledonFinal
3265	1	2788	Portable Military Style Jungle Hammock OD Camping Easy Setup Elevated Shelter
3266	2	733	RT @heyanessa: Whipped Santana is everything
3267	1	2784	DELICIA BEAUTY : #0791 MOEN ELEVATED ELONGATED TOILET SEAT Home Care Bathroom Safety Elder…
3268	0	3980	This Town’s Walmart Was ABANDONED. What They Did Inside? ... http://t.co/YWNiuBuAYZ http://t.co/oFhIw592bT
3269	2	4867	RT @TO2015: #BRA & #MEX battle again in #beachvolleyball, this time for gold. Action starts in minutes! http://t.co/9Hkvl8SOiT http://t.co/…
3270	2	1569	RT @jewelofark: everything about #SCREAMS #WRONG this so unnatural anyone with Eyes can see this. MY GOD ??? #StopThisSeaWorld
3271	0	4819	Check This Deal http://t.co/E4Jr25Zqux #3594 ROBOTIC Care RBT-1000 Massager Neck/Shoulder/Back/Waist Heated Acupr… http://t.co/rZc1yMt1Ij
3272	2	3849	((AT LEAST I'M NOT SO USELESS IN BATTLE??))
3273	0	4062	RT @JahanzaibFeroze: #BLF are kind of terrorists who cry loud after been beaten up by someone stronger thn em #AwaranBLFTerrorCampBusted ht…
3274	0	4048	I am appalled! RT @tlalane: #Benzema http://t.co/y0J6JFZmyG
3275	1	146	RT @lKeepItReaI: i didn't know they put jokes on skittles wrappers now
3276	1	2369	NAOT DELIGHT Black Leather Clogs Mules Shoes size EU 41 US 10
3277	2	741	RT @trishapaytas: friends until...one of them was called good and the other called wicked ;)
3278	0	2801	RT @The_Animal_Team: #staffysunday BAXTER #diamondGeezer energetic ok cats #kids don't be fooled grey muzzle 1yo #devon @HALO48780125 http…
3279	1	4144	18V 3.0Ah Battery For Hitachi EB 1814SL EB 1820L 18DLX WR 18DMR WR18DL-BLEMISHED http://t.co/712gaYACXq http://t.co/3FRWDaW5EU
3280	1	3797	RT @RaskolnikovR: Présentement avec mes estimés compagnons @toadluigi et @atlanticblue devant ce truculent festival appelé #gamescom http:/…
3281	1	1622	#Buffalo: Damone Lewis to be sentenced today for 2012 #shooting that #paralyzed 15 year old.
3282	0	3314	RT @WOODTV: 20th anniversary Srebrenica ceremonies marred by attack on Serbian prime minister:
3283	0	202	RT @SimpsonsQOTD: "Oh, don't you worry, most of you will never fall in love and marry out of fear of dying alone."
3284	1	2319	We attached a leader swivel
3285	2	2926	@rashadglover | #3dprint | Just finished @RhymeFest 3D bust! It came out super good! #la…
3286	1	1165	All Natural Bandage 4 #Cooks! STOPS #Bleeding in SECONDS #culinary #recipes @rachelray @gzchef
3287	0	1590	#wcw bc it's kind of like a Wednesday bc no school Friday #serious #intense #magestic @alyson_ervinck #bae
3288	2	432	Oh, ya know, no big deal. Just my senior pictures is all. #ecstatic #thankful #obsessed
3289	1	1044	ms gill lectures abt rule of law but texts during class #flabbergasted #befuddled #vexatious#
3290	0	1926	RT @OscarRomeo1268: Only 1 serious injury from #RTC on the #A64 with a few broken bones but talking. Other 3 walking wounded #incredible h…
3291	1	358	RT @Number10cat: The Government wants to cut benefits to obese people. In related news:
3292	2	1166	RT @WattpadHotties: Elizalde? Elizalde. #rozenelizalde #noahelizalde #RozenOnSizzle #Heartless #Worthless
3293	0	418	música y vídeo estremecedores para quien quiera oírlo. http…
3294	2	4238	.@camcitco @Cambridge_Uni Cambridge must reject vivisection Become modern compassionate society #BoycottCambridge http://t.co/zXCIcYz5aE
3295	1	1909	X-BIONIC ACCUMULATOR Women's Med Pants L/XL MSRP $185 NEW SAMPLE Blemished
3296	2	4391	http://t.co/uXBgQKgW5d http:/…
3297	0	130	#depression #anxiety #worry #grief #anger #fear #hopeless #doubt #shame #guilt
